country,fossil_share_elec,renewables_share_elec,low_carbon_share_elec,oil_share_elec,solar_share_elec,electricity_demand_per_capita,per_capita_electricity,fossil_elec_per_capita,renewables_elec_per_capita,low_carbon_elec_per_capita,electricity_generation,net_elec_imports_share_demand,carbon_intensity_elec,greenhouse_gas_emissions,Cluster,PCA1,PCA2,PCA3,Period
Bhutan,-1.9678479259843549,2.146685485101799,1.967847943062446,-0.8980392234033829,-0.32272752834912005,-0.3533513008164081,1.1424765785914306,-0.7354921989388783,2.1453175388491346,1.9669287754983906,-0.2043184964617923,-9.17532702205116,-1.8406110995651332,-0.18833347000305814,1,-6.289566762367534,-0.12052585650249784,-0.8168837008392752,2007-2011
Bolivia,-0.10813815383620398,0.2257680006850459,0.1081381886720694,-0.8776670299840068,-0.32272752834912005,-0.6310685116377848,-0.6178628310441134,-0.6188707159085738,-0.22345548939221138,-0.27674261204697814,-0.20566525220813783,-0.021621147758988633,-0.05410861117468222,-0.1787862164848227,2,-0.20911898461929368,-1.1964578943804263,0.12916760249752712,2007-2011
Bosnia and Herzegovina,-0.08144101367689476,0.19819219069362745,0.08144104876768274,-0.8873014963003826,-0.32272752834912005,-0.12395001818198684,-0.010403336527837403,-0.01599041435211556,0.06835049795442483,-0.0003477288233386805,-0.1878947475922721,-0.39553671220101805,0.6259448802411194,-0.15677583346408216,2,-0.26889649224702405,-0.09109650819562153,0.06630382887243426,2007-2011
Botswana,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,-0.8495465903028071,-0.32272752834912005,-0.4329077144260271,-0.6769780678087194,-0.6424626034068488,-0.28052105020964396,-0.33079437829634384,-0.217402457861273,1.8283001589868912,1.5135641078002962,-0.18703063179732057,2,2.026170239866079,-0.21146856097840888,0.04438316818873302,2007-2011
Brazil,-1.6569721731701854,1.7372281696088308,1.65697219321673,-0.815706480644867,-0.32272752834912005,-0.2366980622852785,-0.26369873317503895,-0.6575298353207176,0.24805361197781645,0.18642687603095748,0.791163323821449,0.1463974269647705,-1.5267872829913833,-0.019481502545169147,1,-3.023501410325895,-1.647385229737448,0.8685332449428743,2007-2011
British Virgin Islands,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,0.5908953403337109,0.5954052485908766,1.3681955147144902,-0.28052105020964396,-0.33079437829634384,-0.21832809184173335,-0.021621147758988633,0.7715075562660623,-0.18845754983217597,0,2.004934307550683,1.6348295510166402,-0.684838970170616,2007-2011
Brunei,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,-0.8726489728577469,-0.32272752834912005,1.007056760836409,1.0086051698953047,2.0211463711660933,-0.28052105020964396,-0.33079437829634384,-0.2112357341806382,-0.021621147758988633,1.7111861931206604,-0.17771775128964112,2,1.6511607511340505,2.3825532113928936,0.127799866404992,2007-2011
Bulgaria,-0.2601859172071859,-0.6747828645746138,0.26018595059119587,-0.8791617704045951,-0.3050906143999706,0.20903449072218674,0.3856785920394602,0.27938166476189413,-0.1574648225678296,0.25551986468138455,-0.12469312653002604,-0.42504425707891136,0.27478775465275584,-0.10370413322083713,2,-0.31605151644359797,0.4601953228125349,0.15061976544778954,2007-2011
Burkina Faso,0.437485021201482,-0.33781300132378717,-0.4374849811556353,1.1508940026465662,-0.038630211762820554,-0.7390954098549718,-0.7284611258796986,-0.7260841276686374,-0.27866867064220463,-0.32903982816225064,-0.21745249213048706,0.6462221727147541,0.2300070040812674,-0.18776821744818786,0,1.2395149139520534,-0.932435901442886,-0.5314835698122881,2007-2011
Burundi,-1.8534495165424858,2.0285219371238155,1.8534495347129307,-0.8005912994530018,-0.32272752834912005,-0.7450407886427733,-0.73298188046821,-0.7352973966066346,-0.2769773611673047,-0.32743784155100714,-0.21844483846989954,0.9048401594243026,-1.8309694811800186,-0.18887804258640872,1,-2.79611774733581,-2.8243468313230915,0.3708634060096875,2007-2011
Cambodia,0.8667879269423256,-0.7812453422723127,-0.8667878827972025,1.4653945049498283,-0.32272752834912005,-0.7208856906208286,-0.7188947602365757,-0.710015483457713,-0.2794464328900856,-0.32977651457377194,-0.216093227816838,0.8106838107893954,0.6035395648481533,-0.18616207299349558,0,2.0051986811413247,-0.5689068408779191,-0.6760805658602833,2007-2011
Cameroon,-1.1857822722051006,1.3388862543873867,1.185788265259696,-0.4285127860505554,-0.32272752834912005,-0.6939059453532279,-0.6802530993078797,-0.7124606154710179,-0.22754275937052243,-0.2806140216730485,-0.20690776989362072,-0.021621147758988633,-1.1159682524649586,-0.1849281680261568,1,-1.7914527187040339,-2.1519373942162017,0.12639634613178918,2007-2011
Canada,-1.255243778392009,0.9567889757247148,1.2552438022745291,-0.8609960985584684,-0.30993679345807024,2.6299015920402082,2.798839087999359,0.5990170968462614,2.521676406386225,2.960062215577411,1.0857025581174065,-0.14301698179514283,-1.073986551170864,0.2711892838110997,1,-4.7743427051573,3.7883327557336894,0.28221750537747947,2007-2011
Cape Verde,0.9060726523008263,-0.8218230264582095,-0.9060726077805858,1.5500507047566734,-0.10798618418447589,-0.6330384963523364,-0.6198187968999596,-0.5590729952488207,-0.2748530196243274,-0.32542569252679654,-0.21806124240592495,-0.021621147758988633,0.5981853534490987,-0.18820939017394028,0,1.9423100721939863,-0.3760097996763139,-0.7353464217223749,2007-2011
Cayman Islands,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,1.504243017145024,1.5022533358694765,2.8012239465466577,-0.28052105020964396,-0.33079437829634384,-0.21742747499588005,-0.021621147758988633,0.7088495541499478,-0.18749248449459263,0,1.856798036665284,3.0464311244063116,-0.6150727755987162,2007-2011
Chad,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.7471946222925874,-0.7331625619177558,-0.7312470190281839,-0.28052105020964396,-0.33079437829634384,-0.21837812611094742,-0.021621147758988633,0.7222762688891152,-0.1885195897467349,0,2.1681279345591644,-0.46003342062150043,-0.7859393758877695,2007-2011
Chile,-0.15490142080427632,0.27407036403911805,0.1549014551936143,-0.39378294995178914,-0.32272752834912005,-0.07999067158215402,-0.08387254204038505,-0.10876956687343982,0.04929238275187556,-0.018399330758476266,-0.09807906483057252,0.023639846375368912,-0.0832369748175926,-0.0972450887828685,2,-0.43687101160516,-0.3086156147463392,0.0335352840461772,2007-2011
China,0.437246280846827,-0.3952888064992836,-0.43724624080325986,-0.8814547225463816,-0.3158157647744534,-0.19834219124651845,-0.18649592497492035,-0.03602615499668103,-0.1559483037896403,-0.20024878407637137,7.87520695718221,-0.028830662119492555,1.115709052475835,9.907118519922737,2,0.7739545115694842,2.0086140139378403,11.819243777042182,2007-2011
Colombia,-1.3126190541245013,1.469891387925872,1.3126190774591637,-0.863873728075655,-0.3158157647744534,-0.5056704685026872,-0.4885511816677323,-0.6495041471136374,-0.031414759095840336,-0.0948440989044246,-0.09824167620551826,-0.0668047181762719,-1.22047632141694,-0.15352907793549814,1,-2.2868814496965353,-1.9198725857210923,0.29286892859935004,2007-2011
Comoros,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.7344840536157201,-0.7205424445347653,-0.7113043326217354,-0.28052105020964396,-0.33079437829634384,-0.2186116193672798,-0.021621147758988633,0.7162517715984749,-0.1887746427288105,0,2.1641009457125384,-0.4414339995655838,-0.7853222349294426,2007-2011
Congo,-1.0135549803568942,1.160984365515854,1.0135550065472239,-0.8687189240648401,-0.32272752834912005,-0.7044357393078722,-0.7056694624419396,-0.7188860945536751,-0.25511637154335015,-0.3067313929643697,-0.21727737218823778,0.7773597320933707,-0.7073005973785158,-0.18809220366866228,1,-1.4080877097719375,-2.035424533501035,0.27074199484540984,2007-2011
Cook Islands,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.4050922609137265,-0.3934946786501189,-0.19449368522175342,-0.28052105020964396,-0.33079437829634384,-0.21865748411405933,-0.021621147758988633,0.7566312473396698,-0.18882289599568966,0,2.1347146553152885,0.07966541189625248,-0.7603965319662148,2007-2011
Costa Rica,-1.7549333091940493,1.9267633143385807,1.754933328305194,-0.7166723015542701,-0.32272752834912005,-0.35632934021050355,-0.3459443446961976,-0.6914803023604117,0.1870669474990187,0.11209896737698641,-0.19917330577761155,-0.016524845440982382,-1.6427483573824886,-0.1865480991285289,1,-3.131317843272468,-2.025167346453215,0.13900673949661302,2007-2011
