country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Nicaragua,2021,NIC,6850546.0,31580274688.0,,,,,129.917,0.89,21.14,,261.283,,,,,0.0,0.0,,,,,0.0,,5.21,760.523,4.21,,2.061,0.59,4265.271,0.925,,,189.766,1.3,,,30.879,,,,,0.0,0.0,,,,,,0.0,,1.1,,,,87.584,0.6,,14.252,,,,,424.784,2.91,,69.121,,1.0,19.194,,,,0.0,0.0,,0.0,,,,,189.766,1.3,,,,,,30.879,,,1.62,0.73,,,236.478,106.561,,38.48,17.34,,614.55,29.219,,,,424.784,2.91,,69.121,,,,,4.379,0.03,,0.713,,,,,96.343,0.66,,15.677,
Benin,2021,BEN,12996901.0,31331233792.0,,,,,0.0,0.0,0.0,,584.071,,,,,0.0,0.0,,,,,0.0,,1.82,140.033,1.13,,1.419,0.452,2484.818,1.031,,,85.405,1.11,,,98.23,,,,,68.478,0.89,,,,,,78.761,,0.66,,,,0.0,0.0,,0.0,,,,,1.539,0.02,,1.77,,0.69,37.912,,,,0.0,0.0,,0.0,,,,,16.927,0.22,,,,,,19.469,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,86.944,32.295,,,,1.539,0.02,,1.77,,,,,1.539,0.02,,1.77,,,,,0.0,0.0,,0.0,
Nepal,2021,NPL,30034988.0,90865467392.0,,,,,0.0,0.0,0.0,,24.819,,,,,0.0,0.0,,,,,0.0,,10.72,356.917,9.67,,-1.941,-0.956,1607.635,0.531,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.24,,,,317.297,9.53,,98.552,,,,,321.958,9.67,,100.0,,1.05,9.795,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,321.958,48.285,,,,321.958,9.67,,100.0,,,,,4.328,0.13,,1.344,,,,,0.333,0.01,,0.103,
Nauru,2021,NRU,12533.0,,,,,,0.0,0.0,0.0,,750.0,,,,,0.0,0.0,,,,,0.0,,0.04,3191.574,0.04,,3.816,0.01,21609.617,,,,3191.574,0.04,,,100.0,,,,,0.0,0.0,,,,,,0.0,,0.03,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3191.574,0.04,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3191.574,0.271,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
New Caledonia,2021,NCL,287809.0,,,,,,0.0,0.0,0.0,,661.765,,,,,3960.96,1.14,,,,,41.912,,2.72,9450.712,2.72,,-5.28,-1.123,70000.125,,,,7852.43,2.26,,,83.088,,,,,0.0,0.0,,,,,,0.0,,1.8,,,,764.396,0.22,,8.088,,,,,1598.282,0.46,,16.912,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3891.47,1.12,,,,,,41.176,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,9450.712,20.147,,,,1598.282,0.46,,16.912,,,,,625.415,0.18,,6.618,,,,,208.472,0.06,,2.206,
Mozambique,2021,MOZ,32077074.0,30189463552.0,,,,,3.429,0.11,0.583,,131.495,,,,,0.0,0.0,,,,,0.0,,15.9,495.681,18.86,,2.543,1.783,2241.226,2.381,,,100.071,3.21,,,17.02,,,,,94.772,3.04,,,,,,16.119,,2.48,,,,482.276,15.47,,82.025,,,,,487.887,15.65,,82.98,,-2.96,-18.616,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.3,0.17,,,,,,0.901,,,0.11,0.0,,,3.429,0.0,,0.583,0.0,,587.959,71.892,,,,487.887,15.65,,82.98,,,,,2.182,0.07,,0.371,,,,,0.0,0.0,,0.0,
Mongolia,2021,MNG,3347782.0,42662391808.0,,,,,0.0,0.0,0.0,,770.161,,,,,1872.882,6.27,-24.981,-56.946,51082.605,171.013,84.274,,9.24,2760.036,7.44,,11.75,7.888,22407.674,1.758,,,1974.442,6.61,,,88.844,,,,,0.0,0.0,,,,,,0.0,,5.73,,,,23.896,0.08,,1.075,,,,,247.925,0.83,,11.156,,1.8,19.481,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,101.56,0.34,,,,,,4.57,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2222.367,75.016,,,,247.925,0.83,,11.156,,,,,50.78,0.17,,2.285,,,,,173.249,0.58,,7.796,
Antigua and Barbuda,2021,ATG,93229.0,,,,,,0.0,0.0,0.0,,628.571,,,,,0.0,0.0,,,,,0.0,,0.35,3754.197,0.35,,6.681,0.172,29464.332,,,,3539.671,0.33,,,94.286,,,,,0.0,0.0,,,,,,0.0,,0.22,,,,0.0,0.0,,0.0,,,,,214.526,0.02,,5.714,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3539.671,0.33,,,,,,94.286,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3754.197,2.747,,,,214.526,0.02,,5.714,,,,,214.526,0.02,,5.714,,,,,0.0,0.0,,0.0,
Netherlands,2021,NLD,17501696.0,841906651136.0,0.507,0.047,531.622,9.304,623.94,10.92,9.043,0.917,352.352,36.279,17.333,3720.274,65.111,834.205,14.6,,,,,12.09,6.417,121.01,6914.188,120.76,12.884,2.471,24.469,57972.379,1.205,0.476,4.189,4377.862,76.62,50498.977,883.818,63.448,87.109,-3.471,-12.528,348.417,3239.115,56.69,19907.594,-10.3,-20.694,10297.415,180.222,46.944,34.34,42.55,91.551,0.11,0.231,5.142,0.09,13.193,0.075,0.023,16.091,20.28,130.797,2522.041,44.14,7473.404,36.552,12.891,0.25,0.207,-6.347,-0.689,9.612,218.836,3.83,549.193,3.172,0.947,-0.131,-0.616,470.29,304.542,5.33,26871.107,,,,,4.414,46.352,34.851,10.92,0.0,23.52,6.636,623.94,0.0,1991.297,9.043,0.0,3.435,6899.903,1014.615,18.275,20.969,121.185,2303.206,40.31,6924.211,33.38,11.944,31.946,7.079,29.579,645.652,11.3,1690.041,9.357,2.915,18.12,7.097,47.221,1028.472,18.0,2698.059,14.906,4.654
Moldova,2021,MDA,3061509.0,25234640896.0,,,,,9.799,0.03,0.45,,668.168,,,,,0.0,0.0,,,,,0.0,,6.82,2227.66,6.66,,21.533,8.682,16006.373,1.942,,,2031.678,6.22,,,93.393,,,,,2018.612,6.18,,,,,,92.793,,4.45,,,,104.524,0.32,,4.805,,,,,143.72,0.44,,6.607,,0.16,2.346,,,,0.0,0.0,,0.0,,,,,13.065,0.04,,,,,,0.601,,,0.03,0.0,,,9.799,0.0,,0.45,0.0,,2175.398,49.004,,,,143.72,0.44,,6.607,,,,,3.266,0.01,,0.15,,,,,26.131,0.08,,1.201,
Taiwan,2021,TWN,23859904.0,1218008711168.0,-40.803,-0.0,0.02,0.0,84.242,2.01,0.691,0.0,652.232,7.353,31.899,19519.506,465.734,5513.434,131.55,,,,,45.211,33.922,290.97,12194.937,290.97,22.308,6.288,81.228,57541.781,1.127,7.201,84.701,10373.89,247.52,52844.988,1260.876,85.067,91.838,9.669,24.06,272.905,4632.458,110.53,11437.79,,,,,37.987,19.877,189.78,15.087,1.163,9.092,145.432,3.47,381.061,1.193,0.662,-2.953,-3.473,112.065,1821.047,43.45,4696.794,14.933,8.162,0.0,0.0,-11.617,-9.461,69.774,1164.715,27.79,2924.33,9.551,5.082,5.824,28.743,522.238,227.998,5.44,21887.691,,,,,1.87,38.038,6.401,2.007,,0.784,0.045,84.121,,268.273,0.69,,0.466,12194.937,1372.941,17.381,5.987,42.291,656.331,15.66,1772.464,5.382,3.08,31.204,4.902,20.855,334.033,7.97,874.078,2.739,1.519,-1.65,-0.122,5.942,92.624,2.21,249.033,0.76,0.433
Montserrat,2021,MSR,4438.0,,,,,,0.0,0.0,0.0,,1000.0,,,,,0.0,0.0,,,,,0.0,,0.01,2253.267,0.01,,6.432,0.007,27584.43,,,,2253.267,0.01,,,100.0,,,,,0.0,0.0,,,,,,0.0,,0.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,2253.267,0.01,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2253.267,0.122,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Syria,2021,SYR,21324366.0,54251958272.0,,,,,1.407,0.03,0.177,,704.25,,,,,0.0,0.0,,,,,0.0,,16.59,777.983,16.94,,1.595,1.844,5507.217,2.165,,,757.819,16.16,,,95.396,,,,,441.748,9.42,,6.452,1.885,1458.543,31.102,55.608,,11.93,,,,35.171,0.75,,4.427,,,,,36.578,0.78,,4.604,,-0.35,-2.11,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,316.07,6.74,,0.942,0.215,1081.325,23.059,39.787,,,0.03,0.0,,,1.407,0.0,,0.177,0.0,,794.396,117.438,,,,36.578,0.78,,4.604,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Myanmar,2021,MMR,53798088.0,285399875584.0,,,,,4.833,0.26,1.301,,484.242,,,,,39.407,2.12,,,,,10.605,,18.67,347.038,19.99,,-3.039,-5.169,3064.848,0.578,,,188.111,10.12,,,50.625,,,,,146.474,7.88,,-1.903,-3.332,3192.241,171.736,39.42,,9.68,,,,176.772,9.51,,47.574,,,,,183.464,9.87,,49.375,,-1.32,-7.07,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.231,0.12,,,,,,0.6,,,0.26,0.0,,,4.833,0.0,,1.301,0.0,,371.575,164.883,,,,183.464,9.87,,49.375,,,,,1.859,0.1,,0.5,,,,,0.0,0.0,,0.0,
Morocco,2021,MAR,37076588.0,308157382656.0,,,,,1.079,0.04,0.097,,639.952,7.692,6.141,2318.686,85.969,762.745,28.28,,,,,68.475,31.952,41.14,1109.595,41.3,16.072,10.935,26.521,7256.722,0.873,10.965,24.584,893.286,33.12,6710.106,248.788,80.194,92.467,0.412,0.032,7.899,93.32,3.46,213.046,,,,,8.378,2.936,26.43,-5.686,-0.137,2.141,32.635,1.21,57.752,2.93,0.796,10.973,1.937,20.267,220.624,8.18,546.616,19.806,7.533,-0.16,-0.389,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.487,18.411,154.92,37.22,1.38,4178.375,,,,,3.341,57.579,0.0,0.04,0.0,,0.0,1.079,0.0,0.0,0.097,0.0,0.0,1113.911,269.054,10.973,1.937,20.267,220.624,8.18,546.616,19.806,7.533,19.764,0.771,4.763,49.088,1.82,128.461,4.407,1.77,11.211,1.303,13.363,137.823,5.11,360.403,12.373,4.966
Namibia,2021,NAM,2530150.0,21049989120.0,,,,,0.0,0.0,0.0,,46.358,,,,,15.809,0.04,,,,,2.649,,3.95,1561.172,1.51,,-0.757,-0.169,8748.273,1.052,,,15.809,0.04,,,2.649,,,,,0.0,0.0,,,,,,0.0,,0.07,,,,383.376,0.97,,64.238,,,,,580.993,1.47,,97.351,,2.44,61.772,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,596.803,22.134,,,,580.993,1.47,,97.351,,,,,189.712,0.48,,31.788,,,,,7.905,0.02,,1.325,
